Time,Ask,Bid,AskVolume,BidVolume
10.02.2014 03:25:28.639,6.03330,6.03110,0.11,0.10
10.02.2014 03:25:32.744,6.03300,6.03100,0.08,0.06
10.02.2014 03:25:40.653,6.03300,6.03110,0.06,0.06
10.02.2014 03:25:48.763,6.03300,6.03090,0.11,0.08
10.02.2014 03:26:06.684,6.03290,6.03100,0.10,0.11
10.02.2014 03:26:18.699,6.03300,6.03070,0.08,0.09
10.02.2014 03:26:26.709,6.03290,6.03100,0.11,0.09
10.02.2014 03:26:28.712,6.03290,6.03110,0.08,0.09
10.02.2014 03:26:30.714,6.03300,6.03100,0.06,0.06
10.02.2014 03:26:32.716,6.03290,6.03110,0.09,0.08
10.02.2014 03:26:44.731,6.03290,6.03100,0.09,0.11
10.02.2014 03:27:30.687,6.03280,6.03090,0.11,0.10
10.02.2014 03:28:22.648,6.03280,6.03100,0.10,0.09
10.02.2014 03:29:00.589,6.03290,6.03100,0.06,0.06
10.02.2014 03:29:06.695,6.03340,6.03110,0.11,0.10
10.02.2014 03:29:08.697,6.03350,6.03120,0.10,0.09
10.02.2014 03:29:10.699,6.03320,6.03130,0.10,0.06
10.02.2014 03:29:18.708,6.03400,6.03110,0.10,0.09
10.02.2014 03:29:32.722,6.03350,6.03130,0.10,0.08
10.02.2014 03:29:34.624,6.03350,6.03140,0.11,0.08
10.02.2014 03:29:38.728,6.03340,6.03150,0.10,0.11
10.02.2014 03:30:04.661,6.03360,6.03150,0.09,0.11
10.02.2014 03:30:20.677,6.03360,6.03180,0.11,0.10
10.02.2014 03:30:30.689,6.03430,6.03130,0.10,0.08
10.02.2014 03:30:32.691,6.03370,6.03180,0.06,0.06
10.02.2014 03:30:36.696,6.03390,6.03200,0.08,0.11
10.02.2014 03:30:38.698,6.03390,6.03190,0.10,0.08
10.02.2014 03:30:40.700,6.03390,6.03200,0.11,0.06
10.02.2014 03:30:50.711,6.03400,6.03210,0.08,0.06
10.02.2014 03:30:52.713,6.03400,6.03200,0.09,0.08
10.02.2014 03:31:00.722,6.03410,6.03220,0.11,0.10
10.02.2014 03:31:04.627,6.03400,6.03170,0.09,0.11
10.02.2014 03:31:08.732,6.03390,6.03150,0.10,0.10
10.02.2014 03:31:14.740,6.03380,6.03170,0.09,0.08
10.02.2014 03:31:18.745,6.03370,6.03180,0.06,0.08
10.02.2014 03:31:24.751,6.03370,6.03190,0.09,0.08
10.02.2014 03:31:56.689,6.03380,6.03160,0.08,0.10
10.02.2014 03:31:58.692,6.03400,6.03190,0.11,0.09
10.02.2014 03:32:04.699,6.03370,6.03180,0.10,0.06
10.02.2014 03:32:34.634,6.03370,6.03160,0.08,0.09
10.02.2014 03:32:40.641,6.03350,6.03160,0.06,0.06
10.02.2014 03:33:50.727,6.03430,6.03130,0.09,0.08
10.02.2014 03:35:12.734,6.03360,6.03160,0.09,0.10
10.02.2014 03:35:16.639,6.03370,6.03170,0.06,0.10
10.02.2014 03:35:20.744,6.03370,6.03160,0.11,0.09
10.02.2014 03:36:30.731,6.03360,6.03170,0.06,0.11
10.02.2014 03:36:40.643,6.03370,6.03160,0.09,0.06
10.02.2014 03:38:38.688,6.03380,6.03150,0.09,0.11
10.02.2014 03:38:46.697,6.03330,6.03150,0.09,0.11
10.02.2014 03:38:48.700,6.03370,6.03140,0.09,0.06
10.02.2014 03:39:14.729,6.03340,6.03140,0.06,0.08
10.02.2014 03:39:36.757,6.03340,6.03130,0.09,0.08
10.02.2014 03:39:40.661,6.03340,6.03150,0.08,0.11
10.02.2014 03:39:42.764,6.03330,6.03150,0.08,0.06
10.02.2014 03:39:46.668,6.03330,6.03140,0.06,0.08
10.02.2014 03:39:58.683,6.03380,6.03150,0.11,0.09
10.02.2014 03:43:16.727,6.03350,6.03140,0.09,0.06
10.02.2014 03:45:00.743,6.03360,6.03130,0.09,0.09
10.02.2014 03:46:10.731,6.03340,6.03130,0.06,0.09
10.02.2014 03:47:56.758,6.03350,6.03150,0.06,0.09
10.02.2014 03:48:02.665,6.03370,6.03160,0.06,0.11
10.02.2014 03:49:56.705,6.03360,6.03170,0.11,0.09
10.02.2014 03:50:00.709,6.03370,6.03150,0.10,0.08
10.02.2014 03:50:06.620,6.03370,6.03190,0.11,0.08
10.02.2014 03:50:24.743,6.03360,6.03180,0.06,0.09
10.02.2014 03:51:30.722,6.03400,6.03160,0.11,0.08
10.02.2014 03:51:32.724,6.03450,6.03130,0.11,0.10
10.02.2014 03:51:38.731,6.03370,6.03180,0.11,0.10
10.02.2014 03:51:40.733,6.03410,6.03190,0.10,0.06
10.02.2014 03:52:26.684,6.03380,6.03190,0.08,0.09
10.02.2014 03:52:28.686,6.03380,6.03200,0.09,0.11
10.02.2014 03:52:30.788,6.03400,6.03200,0.08,0.10
10.02.2014 03:52:32.691,6.03370,6.03190,0.10,0.09
10.02.2014 03:52:38.698,6.03380,6.03190,0.11,0.06
10.02.2014 03:52:52.714,6.03410,6.03190,0.10,0.11
10.02.2014 03:52:54.717,6.03390,6.03190,0.06,0.11
10.02.2014 03:52:58.721,6.03390,6.03210,0.11,0.08
10.02.2014 03:53:40.668,6.03430,6.03200,0.09,0.06
10.02.2014 03:57:24.734,6.03390,6.03200,0.10,0.09
10.02.2014 03:57:56.674,6.03390,6.03190,0.08,0.08
10.02.2014 03:58:06.786,6.03390,6.03210,0.10,0.10
10.02.2014 03:58:16.698,6.03380,6.03200,0.11,0.11
10.02.2014 03:58:18.801,6.03390,6.03190,0.08,0.06
10.02.2014 03:58:32.717,6.03420,6.03190,0.09,0.06
10.02.2014 03:58:34.719,6.03420,6.03210,0.09,0.09
10.02.2014 03:58:40.727,6.03450,6.03210,0.10,0.06
10.02.2014 03:58:44.732,6.03400,6.03220,0.08,0.08
10.02.2014 03:59:10.664,6.03440,6.03200,0.10,0.10
10.02.2014 04:00:12.741,6.03410,6.03190,0.06,0.10
10.02.2014 04:00:24.754,6.03420,6.03220,0.09,0.09
10.02.2014 04:00:30.760,6.03440,6.03240,0.11,0.09
10.02.2014 04:01:34.730,6.03420,6.03240,0.08,0.10
10.02.2014 04:02:10.672,6.03480,6.03230,0.09,0.11
10.02.2014 04:02:12.775,6.03500,6.03200,0.10,0.08
10.02.2014 04:02:20.685,6.03420,6.03230,0.08,0.10
10.02.2014 04:02:36.705,6.03440,6.03230,0.10,0.10
10.02.2014 04:03:02.737,6.03420,6.03230,0.09,0.11
10.02.2014 04:03:34.677,6.03430,6.03240,0.06,0.09
10.02.2014 04:03:36.779,6.03440,6.03230,0.10,0.10
10.02.2014 04:04:02.711,6.03440,6.03240,0.09,0.06
10.02.2014 04:04:12.623,6.03490,6.03260,0.10,0.08
10.02.2014 04:05:52.645,6.03460,6.03270,0.11,0.11
10.02.2014 04:06:00.654,6.03480,6.03260,0.09,0.10
10.02.2014 04:06:02.757,6.03490,6.03280,0.11,0.10
10.02.2014 04:06:04.659,6.03550,6.03260,0.06,0.09
10.02.2014 04:06:56.718,6.03460,6.03270,0.10,0.09
10.02.2014 04:06:58.723,6.03470,6.03280,0.11,0.11
10.02.2014 04:07:04.728,6.03470,6.03290,0.11,0.11
10.02.2014 04:07:12.737,6.03460,6.03240,0.10,0.06
10.02.2014 04:10:24.765,6.03460,6.03250,0.10,0.09
10.02.2014 04:10:34.675,6.03450,6.03240,0.06,0.10
10.02.2014 04:10:40.681,6.03440,6.03230,0.11,0.11
10.02.2014 04:10:42.783,6.03450,6.03220,0.08,0.06
10.02.2014 04:10:44.686,6.03450,6.03250,0.09,0.10
10.02.2014 04:10:58.699,6.03530,6.03230,0.11,0.10
10.02.2014 04:11:04.705,6.03430,6.03250,0.11,0.10
10.02.2014 04:12:38.710,6.03420,6.03240,0.10,0.08
10.02.2014 04:22:48.796,6.03410,6.03220,0.09,0.09
10.02.2014 04:23:22.737,6.03410,6.03230,0.08,0.10
10.02.2014 04:24:08.693,6.03400,6.03210,0.08,0.10
10.02.2014 04:26:30.668,6.03410,6.03220,0.11,0.08
10.02.2014 04:27:04.709,6.03410,6.03200,0.10,0.11
10.02.2014 04:27:18.727,6.03420,6.03210,0.10,0.11
10.02.2014 04:30:58.687,6.03410,6.03210,0.06,0.08
10.02.2014 04:31:00.790,6.03420,6.03230,0.10,0.10
10.02.2014 04:32:38.708,6.03420,6.03230,0.10,0.10
10.02.2014 04:36:24.777,6.03440,6.03230,0.06,0.10
10.02.2014 04:37:08.723,6.03420,6.03170,0.10,0.06
10.02.2014 04:49:56.737,6.03410,6.03180,0.11,0.11
10.02.2014 04:52:30.825,6.03410,6.03230,0.08,0.10
10.02.2014 04:55:28.730,6.03420,6.03230,0.09,0.09
10.02.2014 05:00:58.731,6.03390,6.03210,0.08,0.08
10.02.2014 05:06:24.704,6.03390,6.03210,0.09,0.10
10.02.2014 05:06:50.831,6.03410,6.03220,0.09,0.10
10.02.2014 05:12:08.804,6.03450,6.03180,0.10,0.09
10.02.2014 05:12:58.762,6.03410,6.03210,0.10,0.11
10.02.2014 05:14:42.687,6.03400,6.03210,0.09,0.10
10.02.2014 05:22:30.738,6.03400,6.03220,0.09,0.10
10.02.2014 05:26:24.721,6.03410,6.03210,0.06,0.06
10.02.2014 05:26:26.823,6.03400,6.03220,0.06,0.06
10.02.2014 05:26:34.733,6.03400,6.03210,0.08,0.09
10.02.2014 05:27:02.766,6.03410,6.03210,0.09,0.10
10.02.2014 05:27:52.826,6.03400,6.03220,0.10,0.09
10.02.2014 05:40:12.796,6.03400,6.03200,0.11,0.06
10.02.2014 05:40:18.803,6.03390,6.03210,0.09,0.11
10.02.2014 05:45:04.843,6.03390,6.03210,0.06,0.09
10.02.2014 05:45:40.779,6.03430,6.03200,0.09,0.09
10.02.2014 05:45:50.790,6.03460,6.03220,0.11,0.09
10.02.2014 05:53:08.787,6.03400,6.03210,0.11,0.11
10.02.2014 05:53:10.789,6.03450,6.03210,0.08,0.09
10.02.2014 05:53:22.801,6.03450,6.03150,0.06,0.11
10.02.2014 05:53:30.810,6.03460,6.03220,0.11,0.08
10.02.2014 05:53:46.829,6.03500,6.03200,0.11,0.10
10.02.2014 05:55:40.762,6.03450,6.03210,0.06,0.10
10.02.2014 05:55:46.768,6.03400,6.03220,0.10,0.09
10.02.2014 05:57:56.723,6.03450,6.03150,0.10,0.10
10.02.2014 05:58:00.728,6.03460,6.03220,0.09,0.10
10.02.2014 05:58:16.847,6.03480,6.03180,0.08,0.11
10.02.2014 05:58:18.750,6.03500,6.03200,0.11,0.08
10.02.2014 05:58:42.780,6.03400,6.03210,0.08,0.06
10.02.2014 05:58:50.790,6.03480,6.03180,0.09,0.06
10.02.2014 05:58:52.793,6.03450,6.03150,0.10,0.09
10.02.2014 06:00:32.812,6.03400,6.03210,0.06,0.11
10.02.2014 06:01:30.782,6.03450,6.03220,0.10,0.06
10.02.2014 06:01:44.799,6.03480,6.03180,0.10,0.09
10.02.2014 06:01:46.801,6.03500,6.03200,0.11,0.09
10.02.2014 06:01:52.809,6.03420,6.03220,0.08,0.10
10.02.2014 06:05:26.771,6.03420,6.03230,0.10,0.11
10.02.2014 06:05:30.776,6.03430,6.03250,0.11,0.10
10.02.2014 06:05:32.778,6.03430,6.03230,0.10,0.10
10.02.2014 06:05:36.783,6.03440,6.03250,0.09,0.06
10.02.2014 06:05:48.798,6.03460,6.03240,0.08,0.08
10.02.2014 06:05:50.800,6.03440,6.03250,0.10,0.08
10.02.2014 06:05:52.802,6.03480,6.03240,0.09,0.11
10.02.2014 06:06:02.814,6.03430,6.03240,0.10,0.10
10.02.2014 06:06:12.827,6.03430,6.03260,0.09,0.11
10.02.2014 06:06:24.841,6.03440,6.03260,0.10,0.06
10.02.2014 06:07:46.835,6.03470,6.03260,0.10,0.06
10.02.2014 06:08:08.757,6.03440,6.03260,0.10,0.09
10.02.2014 06:08:18.769,6.03450,6.03260,0.11,0.08
10.02.2014 06:08:20.771,6.03440,6.03250,0.09,0.10
10.02.2014 06:08:24.776,6.03430,6.03260,0.09,0.09
10.02.2014 06:09:56.782,6.03470,6.03280,0.11,0.11
10.02.2014 06:10:00.787,6.03500,6.03270,0.06,0.10
10.02.2014 06:10:26.815,6.03530,6.03230,0.06,0.11
10.02.2014 06:10:36.827,6.03470,6.03280,0.06,0.06
10.02.2014 06:12:04.829,6.03460,6.03270,0.09,0.10
10.02.2014 06:12:26.755,6.03460,6.03280,0.10,0.08
10.02.2014 06:12:30.759,6.03470,6.03280,0.09,0.08
10.02.2014 06:12:36.767,6.03500,6.03260,0.09,0.08
10.02.2014 06:12:54.789,6.03500,6.03270,0.08,0.10
10.02.2014 06:12:56.791,6.03460,6.03280,0.08,0.10
10.02.2014 06:13:02.798,6.03520,6.03290,0.08,0.11
10.02.2014 06:13:52.857,6.03530,6.03280,0.11,0.06
10.02.2014 06:14:00.767,6.03470,6.03290,0.06,0.10
10.02.2014 06:14:06.773,6.03470,6.03280,0.08,0.11
10.02.2014 06:14:12.780,6.03510,6.03280,0.06,0.10
10.02.2014 06:14:42.816,6.03460,6.03280,0.09,0.08
10.02.2014 06:14:44.818,6.03450,6.03260,0.11,0.11
10.02.2014 06:14:48.823,6.03440,6.03250,0.08,0.09
10.02.2014 06:15:18.760,6.03440,6.03260,0.08,0.08
10.02.2014 06:15:22.865,6.03510,6.03260,0.11,0.10
10.02.2014 06:15:32.777,6.03500,6.03270,0.10,0.08
10.02.2014 06:15:54.804,6.03490,6.03270,0.06,0.08
10.02.2014 06:17:58.852,6.03470,6.03280,0.09,0.08
10.02.2014 06:18:12.768,6.03460,6.03280,0.10,0.06
10.02.2014 06:18:16.872,6.03500,6.03280,0.06,0.06
10.02.2014 06:18:22.879,6.03520,6.03290,0.08,0.09
10.02.2014 06:18:30.789,6.03470,6.03270,0.08,0.09
10.02.2014 06:18:32.791,6.03510,6.03280,0.10,0.10
10.02.2014 06:18:50.812,6.03470,6.03280,0.10,0.09
10.02.2014 06:18:52.814,6.03520,6.03290,0.08,0.09
10.02.2014 06:21:12.761,6.03470,6.03280,0.06,0.09
10.02.2014 06:22:50.780,6.03470,6.03290,0.09,0.06
10.02.2014 06:24:34.801,6.03470,6.03290,0.10,0.11
10.02.2014 06:26:22.826,6.03460,6.03280,0.06,0.09
10.02.2014 06:27:18.792,6.03470,6.03280,0.08,0.08
10.02.2014 06:28:04.848,6.03500,6.03290,0.11,0.09
10.02.2014 06:28:14.758,6.03490,6.03270,0.11,0.10
10.02.2014 06:28:16.861,6.03490,6.03290,0.11,0.10
10.02.2014 06:30:06.793,6.03500,6.03320,0.06,0.06
10.02.2014 06:30:22.812,6.03540,6.03320,0.09,0.11
10.02.2014 06:30:44.739,6.03510,6.03330,0.08,0.08
10.02.2014 06:30:56.754,6.03520,6.03320,0.06,0.09
10.02.2014 06:31:06.766,6.03510,6.03320,0.09,0.08
10.02.2014 06:33:56.767,6.03530,6.03320,0.08,0.06
10.02.2014 06:34:10.883,6.03510,6.03320,0.08,0.08
10.02.2014 06:34:12.786,6.03520,6.03320,0.11,0.11
10.02.2014 06:34:18.793,6.03520,6.03310,0.09,0.10
10.02.2014 06:34:22.798,6.03540,6.03340,0.06,0.08
10.02.2014 06:34:24.801,6.03520,6.03330,0.10,0.10
10.02.2014 06:34:34.813,6.03570,6.03350,0.11,0.10
10.02.2014 06:34:42.822,6.03550,6.03340,0.11,0.09
10.02.2014 06:36:34.860,6.03560,6.03330,0.10,0.06
10.02.2014 06:36:48.876,6.03510,6.03320,0.08,0.06
10.02.2014 06:37:18.811,6.03510,6.03310,0.10,0.10
10.02.2014 06:37:30.826,6.03520,6.03310,0.08,0.08
10.02.2014 06:37:36.833,6.03520,6.03330,0.09,0.09
10.02.2014 06:37:40.838,6.03550,6.03330,0.06,0.08
10.02.2014 06:37:44.843,6.03570,6.03340,0.08,0.06
10.02.2014 06:38:58.735,6.03550,6.03340,0.11,0.10
10.02.2014 06:40:46.864,6.03580,6.03360,0.10,0.10
10.02.2014 06:40:48.866,6.03550,6.03360,0.06,0.10
10.02.2014 06:41:06.884,6.03550,6.03370,0.09,0.06
10.02.2014 06:42:46.897,6.03550,6.03350,0.11,0.08
10.02.2014 06:42:56.809,6.03550,6.03330,0.11,0.08
10.02.2014 06:43:26.844,6.03580,6.03340,0.08,0.11
10.02.2014 06:43:48.870,6.03570,6.03360,0.09,0.10
10.02.2014 06:44:06.791,6.03580,6.03350,0.06,0.10
10.02.2014 06:44:40.732,6.03580,6.03360,0.11,0.06
10.02.2014 06:44:48.841,6.03580,6.03370,0.09,0.11
10.02.2014 06:44:50.844,6.03580,6.03360,0.06,0.06
10.02.2014 06:44:52.847,6.03590,6.03350,0.09,0.06
10.02.2014 06:44:54.849,6.03590,6.03360,0.10,0.09
10.02.2014 06:51:38.825,6.03540,6.03360,0.06,0.09
10.02.2014 06:52:06.859,6.03540,6.03340,0.10,0.06
10.02.2014 06:52:10.863,6.03540,6.03360,0.11,0.06
10.02.2014 06:52:42.895,6.03530,6.03350,0.09,0.06
10.02.2014 06:53:42.863,6.03590,6.03360,0.08,0.11
10.02.2014 06:53:56.779,6.03610,6.03370,0.08,0.08
10.02.2014 06:54:38.828,6.03560,6.03380,0.06,0.06
10.02.2014 06:54:40.831,6.03590,6.03370,0.06,0.09
10.02.2014 06:54:42.833,6.03590,6.03380,0.06,0.06
10.02.2014 06:54:44.836,6.03590,6.03370,0.10,0.06
10.02.2014 06:55:02.860,6.03600,6.03370,0.06,0.10
10.02.2014 06:55:24.885,6.03550,6.03360,0.11,0.08
10.02.2014 06:55:30.892,6.03600,6.03380,0.08,0.11
10.02.2014 06:55:40.905,6.03550,6.03370,0.08,0.11
10.02.2014 06:55:42.807,6.03550,6.03360,0.06,0.11
10.02.2014 06:55:54.821,6.03600,6.03380,0.10,0.09
10.02.2014 06:55:56.823,6.03620,6.03380,0.06,0.11
10.02.2014 06:56:30.865,6.03590,6.03390,0.10,0.10
10.02.2014 06:56:34.770,6.03590,6.03400,0.11,0.11
10.02.2014 06:56:36.872,6.03630,6.03410,0.11,0.06
10.02.2014 06:57:32.839,6.03610,6.03430,0.10,0.09
10.02.2014 06:57:36.844,6.03630,6.03390,0.08,0.06
10.02.2014 06:57:46.857,6.03620,6.03430,0.08,0.11
10.02.2014 06:58:36.814,6.03620,6.03440,0.11,0.09
10.02.2014 06:58:48.829,6.03620,6.03410,0.11,0.08
10.02.2014 06:59:02.846,6.03620,6.03420,0.11,0.09
10.02.2014 06:59:20.867,6.03610,6.03430,0.09,0.10
10.02.2014 07:00:38.864,6.03660,6.03430,0.06,0.11
10.02.2014 07:00:42.869,6.03670,6.03450,0.08,0.10
10.02.2014 07:00:46.874,6.03690,6.03450,0.09,0.11
10.02.2014 07:01:24.821,6.03690,6.03470,0.06,0.08
10.02.2014 07:01:40.840,6.03650,6.03470,0.09,0.10
10.02.2014 07:01:42.842,6.03690,6.03470,0.06,0.08
10.02.2014 07:01:54.856,6.03690,6.03480,0.06,0.11
10.02.2014 07:02:08.772,6.03660,6.03480,0.06,0.06
10.02.2014 07:02:20.785,6.03690,6.03480,0.09,0.09
10.02.2014 07:02:22.887,6.03690,6.03490,0.10,0.09
10.02.2014 07:02:26.791,6.03680,6.03490,0.11,0.08
10.02.2014 07:02:30.896,6.03700,6.03500,0.08,0.11
10.02.2014 07:02:32.798,6.03710,6.03500,0.11,0.06
10.02.2014 07:02:44.810,6.03700,6.03500,0.08,0.06
10.02.2014 07:02:48.814,6.03730,6.03510,0.11,0.10
10.02.2014 07:03:12.839,6.03710,6.03510,0.10,0.08
10.02.2014 07:03:14.841,6.03720,6.03520,0.09,0.06
10.02.2014 07:03:18.845,6.03720,6.03510,0.08,0.10
10.02.2014 07:03:24.852,6.03730,6.03530,0.06,0.10
10.02.2014 07:03:26.854,6.03750,6.03530,0.11,0.06
10.02.2014 07:03:34.863,6.03710,6.03520,0.08,0.06
10.02.2014 07:03:36.866,6.03760,6.03530,0.09,0.08
10.02.2014 07:03:44.776,6.03720,6.03520,0.10,0.06
10.02.2014 07:03:46.878,6.03750,6.03540,0.08,0.11
10.02.2014 07:03:56.790,6.03760,6.03540,0.10,0.11
10.02.2014 07:04:00.895,6.03750,6.03540,0.09,0.06
10.02.2014 07:04:02.797,6.03740,6.03540,0.09,0.08
10.02.2014 07:04:08.804,6.03750,6.03540,0.09,0.11
10.02.2014 07:04:10.906,6.03740,6.03560,0.11,0.08
10.02.2014 07:04:46.851,6.03740,6.03540,0.09,0.06
10.02.2014 07:04:52.858,6.03740,6.03560,0.06,0.06
10.02.2014 07:04:54.861,6.03730,6.03530,0.11,0.08
10.02.2014 07:05:04.875,6.03740,6.03550,0.11,0.10
10.02.2014 07:05:10.782,6.03740,6.03540,0.08,0.08
10.02.2014 07:05:28.801,6.03730,6.03540,0.06,0.10
10.02.2014 07:05:38.811,6.03780,6.03530,0.10,0.06
10.02.2014 07:05:48.820,6.03770,6.03570,0.06,0.11
10.02.2014 07:05:54.827,6.03740,6.03560,0.08,0.08
10.02.2014 07:05:56.829,6.03750,6.03560,0.06,0.08
10.02.2014 07:06:16.850,6.03760,6.03570,0.08,0.10
10.02.2014 07:06:20.854,6.03760,6.03580,0.06,0.08
10.02.2014 07:06:46.884,6.03760,6.03570,0.08,0.09
10.02.2014 07:07:16.918,6.03760,6.03560,0.08,0.06
10.02.2014 07:08:02.774,6.03850,6.03550,0.10,0.09
10.02.2014 07:08:20.792,6.03760,6.03570,0.10,0.09
10.02.2014 07:08:22.895,6.03770,6.03560,0.06,0.06
10.02.2014 07:08:46.924,6.03770,6.03570,0.10,0.08
10.02.2014 07:08:56.836,6.03800,6.03580,0.10,0.11
10.02.2014 07:09:00.841,6.03780,6.03580,0.11,0.08
10.02.2014 07:09:10.852,6.03810,6.03600,0.11,0.09
10.02.2014 07:09:12.854,6.03810,6.03590,0.09,0.11
10.02.2014 07:09:16.859,6.03810,6.03610,0.11,0.08
10.02.2014 07:09:18.862,6.03790,6.03590,0.11,0.08
10.02.2014 07:09:20.864,6.03800,6.03580,0.08,0.06
10.02.2014 07:09:22.867,6.03820,6.03600,0.08,0.06
10.02.2014 07:09:28.874,6.03790,6.03580,0.08,0.08
10.02.2014 07:10:14.832,6.03820,6.03610,0.10,0.11
10.02.2014 07:10:18.837,6.03820,6.03580,0.10,0.11
10.02.2014 07:10:28.853,6.03800,6.03580,0.09,0.09
10.02.2014 07:10:56.787,6.03790,6.03570,0.09,0.11
10.02.2014 07:12:02.864,6.03800,6.03550,0.06,0.10
10.02.2014 07:12:04.866,6.03770,6.03570,0.08,0.10
10.02.2014 07:12:38.806,6.03810,6.03600,0.11,0.09
10.02.2014 07:13:08.840,6.03790,6.03550,0.08,0.11
10.02.2014 07:13:28.863,6.03780,6.03550,0.06,0.08
10.02.2014 07:13:38.876,6.03810,6.03590,0.10,0.10
10.02.2014 07:13:40.878,6.03790,6.03590,0.11,0.10
10.02.2014 07:13:48.888,6.03780,6.03540,0.06,0.09
10.02.2014 07:13:52.893,6.03770,6.03580,0.08,0.06
10.02.2014 07:13:54.895,6.03760,6.03550,0.09,0.09
10.02.2014 07:14:02.804,6.03750,6.03530,0.06,0.09
10.02.2014 07:14:04.907,6.03750,6.03510,0.10,0.10
10.02.2014 07:14:06.909,6.03740,6.03520,0.06,0.09
10.02.2014 07:14:10.812,6.03760,6.03560,0.06,0.10
10.02.2014 07:14:18.821,6.03740,6.03540,0.09,0.09
10.02.2014 07:14:32.834,6.03740,6.03560,0.11,0.08
10.02.2014 07:14:38.840,6.03750,6.03550,0.08,0.11
10.02.2014 07:14:42.844,6.03830,6.03530,0.10,0.06
10.02.2014 07:14:44.846,6.03750,6.03560,0.11,0.11
10.02.2014 07:15:52.926,6.03740,6.03560,0.09,0.08
10.02.2014 07:15:54.828,6.03750,6.03530,0.10,0.11
10.02.2014 07:15:58.933,6.03740,6.03520,0.09,0.08
10.02.2014 07:16:26.865,6.03730,6.03500,0.06,0.11
10.02.2014 07:16:28.868,6.03720,6.03500,0.08,0.10
10.02.2014 07:16:38.880,6.03750,6.03530,0.06,0.08
10.02.2014 07:16:48.892,6.03720,6.03480,0.08,0.11
10.02.2014 07:16:50.794,6.03750,6.03480,0.10,0.08
10.02.2014 07:16:52.897,6.03710,6.03500,0.09,0.10
10.02.2014 07:16:56.801,6.03730,6.03520,0.09,0.11
10.02.2014 07:17:00.906,6.03710,6.03510,0.06,0.10
10.02.2014 07:17:02.808,6.03710,6.03530,0.06,0.10
10.02.2014 07:17:04.911,6.03710,6.03520,0.06,0.09
10.02.2014 07:17:08.815,6.03740,6.03530,0.09,0.10
10.02.2014 07:17:14.822,6.03730,6.03520,0.06,0.10
10.02.2014 07:17:16.925,6.03740,6.03540,0.10,0.10
10.02.2014 07:17:18.827,6.03770,6.03540,0.11,0.09
10.02.2014 07:17:20.829,6.03740,6.03520,0.06,0.08
10.02.2014 07:17:30.841,6.03720,6.03540,0.09,0.06
10.02.2014 07:17:42.856,6.03730,6.03530,0.06,0.10
10.02.2014 07:18:06.885,6.03720,6.03540,0.10,0.06
10.02.2014 07:18:34.918,6.03800,6.03500,0.09,0.06
10.02.2014 07:18:44.830,6.03730,6.03530,0.11,0.08
10.02.2014 07:19:02.851,6.03720,6.03540,0.06,0.06
10.02.2014 07:19:04.854,6.03730,6.03530,0.06,0.08
10.02.2014 07:19:06.856,6.03750,6.03540,0.06,0.09
10.02.2014 07:19:38.796,6.03760,6.03520,0.06,0.11
10.02.2014 07:19:40.798,6.03720,6.03540,0.11,0.11
10.02.2014 07:19:44.802,6.03720,6.03510,0.11,0.11
10.02.2014 07:19:46.905,6.03720,6.03540,0.06,0.10
10.02.2014 07:20:00.820,6.03710,6.03480,0.10,0.09
10.02.2014 07:20:06.829,6.03710,6.03510,0.08,0.10
10.02.2014 07:20:10.933,6.03730,6.03510,0.11,0.10
10.02.2014 07:20:16.940,6.03710,6.03530,0.10,0.09
10.02.2014 07:20:50.882,6.03720,6.03490,0.10,0.09
10.02.2014 07:20:54.886,6.03710,6.03480,0.09,0.09
10.02.2014 07:20:58.891,6.03730,6.03480,0.08,0.09
10.02.2014 07:21:18.915,6.03710,6.03500,0.09,0.11
10.02.2014 07:21:20.817,6.03680,6.03470,0.06,0.06
10.02.2014 07:21:24.821,6.03670,6.03480,0.08,0.09
10.02.2014 07:21:38.836,6.03670,6.03470,0.09,0.10
10.02.2014 07:21:54.854,6.03660,6.03480,0.10,0.09
10.02.2014 07:21:56.857,6.03670,6.03460,0.09,0.08
10.02.2014 07:21:58.859,6.03700,6.03490,0.11,0.09
10.02.2014 07:22:02.864,6.03670,6.03450,0.08,0.10
10.02.2014 07:22:04.766,6.03680,6.03440,0.06,0.10
10.02.2014 07:22:06.869,6.03660,6.03440,0.09,0.08
10.02.2014 07:22:12.876,6.03660,6.03470,0.08,0.08
10.02.2014 07:22:14.878,6.03650,6.03420,0.06,0.08
10.02.2014 07:22:16.880,6.03640,6.03430,0.11,0.09
10.02.2014 07:22:22.888,6.03630,6.03440,0.08,0.11
10.02.2014 07:22:24.890,6.03660,6.03440,0.06,0.08
10.02.2014 07:22:26.792,6.03660,6.03430,0.10,0.11
10.02.2014 07:22:38.807,6.03660,6.03440,0.09,0.06
10.02.2014 07:22:40.910,6.03670,6.03440,0.06,0.11
10.02.2014 07:22:42.912,6.03730,6.03430,0.11,0.10
10.02.2014 07:22:44.815,6.03700,6.03400,0.11,0.08
10.02.2014 07:23:08.843,6.03640,6.03410,0.10,0.09
10.02.2014 07:23:54.897,6.03650,6.03450,0.09,0.10
10.02.2014 07:24:02.807,6.03640,6.03460,0.06,0.08
10.02.2014 07:24:06.912,6.03650,6.03450,0.08,0.10
10.02.2014 07:24:10.916,6.03640,6.03450,0.11,0.11
10.02.2014 07:24:18.827,6.03640,6.03460,0.08,0.10
